,Area Code,Area,Item Code,Item,Year,Value,Longitude,Latitude
2064,105,Israel,4024,Other NP compounds,2014,813.06,31° 0? 0? N,35° 0? 0? E
2065,105,Israel,4024,Other NP compounds,2015,2152.95,31° 0? 0? N,35° 0? 0? E
2066,105,Israel,4024,Other NP compounds,2016,2647.87,31° 0? 0? N,35° 0? 0? E
2067,105,Israel,4024,Other NP compounds,2017,1661.13,31° 0? 0? N,35° 0? 0? E
2068,105,Israel,4014,"Other phosphatic fertilizers, n.e.c.",2002,11477.39,31° 0? 0? N,35° 0? 0? E
2069,105,Israel,4014,"Other phosphatic fertilizers, n.e.c.",2003,414.81,31° 0? 0? N,35° 0? 0? E
2070,105,Israel,4014,"Other phosphatic fertilizers, n.e.c.",2004,1598.67,31° 0? 0? N,35° 0? 0? E
2071,105,Israel,4014,"Other phosphatic fertilizers, n.e.c.",2005,1272.59,31° 0? 0? N,35° 0? 0? E
2072,105,Israel,4014,"Other phosphatic fertilizers, n.e.c.",2006,1438.95,31° 0? 0? N,35° 0? 0? E
2073,105,Israel,4014,"Other phosphatic fertilizers, n.e.c.",2007,2406.12,31° 0? 0? N,35° 0? 0? E
2074,105,Israel,4014,"Other phosphatic fertilizers, n.e.c.",2008,1988.28,31° 0? 0? N,35° 0? 0? E
2075,105,Israel,4014,"Other phosphatic fertilizers, n.e.c.",2009,4812.5,31° 0? 0? N,35° 0? 0? E
2076,105,Israel,4014,"Other phosphatic fertilizers, n.e.c.",2010,1908.58,31° 0? 0? N,35° 0? 0? E
2077,105,Israel,4014,"Other phosphatic fertilizers, n.e.c.",2011,429.44,31° 0? 0? N,35° 0? 0? E
2078,105,Israel,4014,"Other phosphatic fertilizers, n.e.c.",2012,161.54,31° 0? 0? N,35° 0? 0? E
2079,105,Israel,4014,"Other phosphatic fertilizers, n.e.c.",2013,36.92,31° 0? 0? N,35° 0? 0? E
2080,105,Israel,4014,"Other phosphatic fertilizers, n.e.c.",2014,162.84,31° 0? 0? N,35° 0? 0? E
2081,105,Israel,4014,"Other phosphatic fertilizers, n.e.c.",2015,108.55,31° 0? 0? N,35° 0? 0? E
2082,105,Israel,4014,"Other phosphatic fertilizers, n.e.c.",2016,196.36,31° 0? 0? N,35° 0? 0? E
2083,105,Israel,4014,"Other phosphatic fertilizers, n.e.c.",2017,88.51,31° 0? 0? N,35° 0? 0? E
2084,105,Israel,4018,"Other potassic fertilizers, n.e.c.",2002,19998.22,31° 0? 0? N,35° 0? 0? E
2085,105,Israel,4018,"Other potassic fertilizers, n.e.c.",2003,24933.72,31° 0? 0? N,35° 0? 0? E
2086,105,Israel,4018,"Other potassic fertilizers, n.e.c.",2004,33123.91,31° 0? 0? N,35° 0? 0? E
2087,105,Israel,4018,"Other potassic fertilizers, n.e.c.",2005,18893.17,31° 0? 0? N,35° 0? 0? E
2088,105,Israel,4018,"Other potassic fertilizers, n.e.c.",2006,33035.63,31° 0? 0? N,35° 0? 0? E
2089,105,Israel,4018,"Other potassic fertilizers, n.e.c.",2007,238662.66,31° 0? 0? N,35° 0? 0? E
2090,105,Israel,4018,"Other potassic fertilizers, n.e.c.",2008,93274.83,31° 0? 0? N,35° 0? 0? E
2091,105,Israel,4018,"Other potassic fertilizers, n.e.c.",2009,61846.8,31° 0? 0? N,35° 0? 0? E
2092,105,Israel,4018,"Other potassic fertilizers, n.e.c.",2010,43783.3,31° 0? 0? N,35° 0? 0? E
2093,105,Israel,4018,"Other potassic fertilizers, n.e.c.",2011,108277.29,31° 0? 0? N,35° 0? 0? E
2094,105,Israel,4018,"Other potassic fertilizers, n.e.c.",2012,144873.46,31° 0? 0? N,35° 0? 0? E
2095,105,Israel,4018,"Other potassic fertilizers, n.e.c.",2013,30922.92,31° 0? 0? N,35° 0? 0? E
2096,105,Israel,4018,"Other potassic fertilizers, n.e.c.",2014,39202.79,31° 0? 0? N,35° 0? 0? E
2097,105,Israel,4018,"Other potassic fertilizers, n.e.c.",2015,25742.29,31° 0? 0? N,35° 0? 0? E
2098,105,Israel,4018,"Other potassic fertilizers, n.e.c.",2016,57631.85,31° 0? 0? N,35° 0? 0? E
2099,105,Israel,4018,"Other potassic fertilizers, n.e.c.",2017,23350.63,31° 0? 0? N,35° 0? 0? E
2100,105,Israel,4011,Phosphate rock,2002,1103405.89,31° 0? 0? N,35° 0? 0? E
2101,105,Israel,4011,Phosphate rock,2003,926048.95,31° 0? 0? N,35° 0? 0? E
2102,105,Israel,4011,Phosphate rock,2004,875142.61,31° 0? 0? N,35° 0? 0? E
2103,105,Israel,4011,Phosphate rock,2005,566413.14,31° 0? 0? N,35° 0? 0? E
2104,105,Israel,4011,Phosphate rock,2006,627702.07,31° 0? 0? N,35° 0? 0? E
2105,105,Israel,4011,Phosphate rock,2007,466759.29,31° 0? 0? N,35° 0? 0? E
2106,105,Israel,4011,Phosphate rock,2008,767458.86,31° 0? 0? N,35° 0? 0? E
2107,105,Israel,4011,Phosphate rock,2009,670606.71,31° 0? 0? N,35° 0? 0? E
2108,105,Israel,4011,Phosphate rock,2010,965113.17,31° 0? 0? N,35° 0? 0? E
2109,105,Israel,4011,Phosphate rock,2011,911549.07,31° 0? 0? N,35° 0? 0? E
2110,105,Israel,4011,Phosphate rock,2012,989689.81,31° 0? 0? N,35° 0? 0? E
2111,105,Israel,4011,Phosphate rock,2013,1057368.89,31° 0? 0? N,35° 0? 0? E
2112,105,Israel,4011,Phosphate rock,2014,1013591.09,31° 0? 0? N,35° 0? 0? E
2113,105,Israel,4011,Phosphate rock,2015,1415123.07,31° 0? 0? N,35° 0? 0? E
2114,105,Israel,4011,Phosphate rock,2016,1316583.68,31° 0? 0? N,35° 0? 0? E
2115,105,Israel,4011,Phosphate rock,2017,835776.98,31° 0? 0? N,35° 0? 0? E
2116,105,Israel,4027,PK compounds,2002,13988.22,31° 0? 0? N,35° 0? 0? E
2117,105,Israel,4027,PK compounds,2003,9494.11,31° 0? 0? N,35° 0? 0? E
2118,105,Israel,4027,PK compounds,2004,14297.97,31° 0? 0? N,35° 0? 0? E
2119,105,Israel,4027,PK compounds,2005,10978.92,31° 0? 0? N,35° 0? 0? E
2120,105,Israel,4027,PK compounds,2006,13678.6,31° 0? 0? N,35° 0? 0? E
2121,105,Israel,4027,PK compounds,2007,13612.28,31° 0? 0? N,35° 0? 0? E
2122,105,Israel,4027,PK compounds,2008,13450.83,31° 0? 0? N,35° 0? 0? E
2123,105,Israel,4027,PK compounds,2009,27266.65,31° 0? 0? N,35° 0? 0? E
2124,105,Israel,4027,PK compounds,2010,46488.07,31° 0? 0? N,35° 0? 0? E
2125,105,Israel,4027,PK compounds,2011,17976.87,31° 0? 0? N,35° 0? 0? E
2126,105,Israel,4027,PK compounds,2012,46255.77,31° 0? 0? N,35° 0? 0? E
2127,105,Israel,4027,PK compounds,2013,45140.88,31° 0? 0? N,35° 0? 0? E
2128,105,Israel,4027,PK compounds,2014,47135.72,31° 0? 0? N,35° 0? 0? E
2129,105,Israel,4027,PK compounds,2015,26375.63,31° 0? 0? N,35° 0? 0? E
2130,105,Israel,4027,PK compounds,2016,28126.18,31° 0? 0? N,35° 0? 0? E
2131,105,Israel,4027,PK compounds,2017,31847.28,31° 0? 0? N,35° 0? 0? E
2132,105,Israel,4016,Potassium chloride (muriate of potash) (MOP),2002,2612563.12,31° 0? 0? N,35° 0? 0? E
2133,105,Israel,4016,Potassium chloride (muriate of potash) (MOP),2003,2624078.98,31° 0? 0? N,35° 0? 0? E
2134,105,Israel,4016,Potassium chloride (muriate of potash) (MOP),2004,3099499.78,31° 0? 0? N,35° 0? 0? E
2135,105,Israel,4016,Potassium chloride (muriate of potash) (MOP),2005,2727162.49,31° 0? 0? N,35° 0? 0? E
2136,105,Israel,4016,Potassium chloride (muriate of potash) (MOP),2006,1882095.3,31° 0? 0? N,35° 0? 0? E
2137,105,Israel,4016,Potassium chloride (muriate of potash) (MOP),2007,3054587.67,31° 0? 0? N,35° 0? 0? E
2138,105,Israel,4016,Potassium chloride (muriate of potash) (MOP),2008,3131216.66,31° 0? 0? N,35° 0? 0? E
2139,105,Israel,4016,Potassium chloride (muriate of potash) (MOP),2009,1441222.89,31° 0? 0? N,35° 0? 0? E
2140,105,Israel,4016,Potassium chloride (muriate of potash) (MOP),2010,3322862.42,31° 0? 0? N,35° 0? 0? E
2141,105,Israel,4016,Potassium chloride (muriate of potash) (MOP),2011,3277572.34,31° 0? 0? N,35° 0? 0? E
2142,105,Israel,4016,Potassium chloride (muriate of potash) (MOP),2012,2711752.41,31° 0? 0? N,35° 0? 0? E
2143,105,Israel,4016,Potassium chloride (muriate of potash) (MOP),2013,2846988.36,31° 0? 0? N,35° 0? 0? E
2144,105,Israel,4016,Potassium chloride (muriate of potash) (MOP),2014,3274279.87,31° 0? 0? N,35° 0? 0? E
2145,105,Israel,4016,Potassium chloride (muriate of potash) (MOP),2015,2209794.82,31° 0? 0? N,35° 0? 0? E
2146,105,Israel,4016,Potassium chloride (muriate of potash) (MOP),2016,2960417.8,31° 0? 0? N,35° 0? 0? E
2147,105,Israel,4016,Potassium chloride (muriate of potash) (MOP),2017,3577395.29,31° 0? 0? N,35° 0? 0? E
2148,105,Israel,4025,Potassium nitrate,2002,221700.11,31° 0? 0? N,35° 0? 0? E
2149,105,Israel,4025,Potassium nitrate,2003,214933.7,31° 0? 0? N,35° 0? 0? E
2150,105,Israel,4025,Potassium nitrate,2004,226215.26,31° 0? 0? N,35° 0? 0? E
2151,105,Israel,4025,Potassium nitrate,2005,228229.73,31° 0? 0? N,35° 0? 0? E
2152,105,Israel,4025,Potassium nitrate,2006,243343.55,31° 0? 0? N,35° 0? 0? E
2153,105,Israel,4025,Potassium nitrate,2007,271603.15,31° 0? 0? N,35° 0? 0? E
2154,105,Israel,4025,Potassium nitrate,2008,308885.92,31° 0? 0? N,35° 0? 0? E
2155,105,Israel,4025,Potassium nitrate,2009,144461.7,31° 0? 0? N,35° 0? 0? E
2156,105,Israel,4025,Potassium nitrate,2010,245361.34,31° 0? 0? N,35° 0? 0? E
2157,105,Israel,4025,Potassium nitrate,2011,154070.79,31° 0? 0? N,35° 0? 0? E
2158,105,Israel,4025,Potassium nitrate,2012,234097.93,31° 0? 0? N,35° 0? 0? E
2159,105,Israel,4025,Potassium nitrate,2013,211972.52,31° 0? 0? N,35° 0? 0? E
2160,105,Israel,4025,Potassium nitrate,2014,244772.14,31° 0? 0? N,35° 0? 0? E
2161,105,Israel,4025,Potassium nitrate,2015,191463.66,31° 0? 0? N,35° 0? 0? E
2162,105,Israel,4025,Potassium nitrate,2016,204357.62,31° 0? 0? N,35° 0? 0? E
2163,105,Israel,4025,Potassium nitrate,2017,84530.8,31° 0? 0? N,35° 0? 0? E
2164,105,Israel,4017,Potassium sulphate (sulphate of potash) (SOP),2002,27314.25,31° 0? 0? N,35° 0? 0? E
2165,105,Israel,4017,Potassium sulphate (sulphate of potash) (SOP),2003,336.02,31° 0? 0? N,35° 0? 0? E
2166,105,Israel,4017,Potassium sulphate (sulphate of potash) (SOP),2004,238.25,31° 0? 0? N,35° 0? 0? E
2167,105,Israel,4017,Potassium sulphate (sulphate of potash) (SOP),2005,217.53,31° 0? 0? N,35° 0? 0? E
2168,105,Israel,4017,Potassium sulphate (sulphate of potash) (SOP),2006,241.64,31° 0? 0? N,35° 0? 0? E
2169,105,Israel,4017,Potassium sulphate (sulphate of potash) (SOP),2007,273.19,31° 0? 0? N,35° 0? 0? E
2170,105,Israel,4017,Potassium sulphate (sulphate of potash) (SOP),2008,39010.97,31° 0? 0? N,35° 0? 0? E
2171,105,Israel,4017,Potassium sulphate (sulphate of potash) (SOP),2009,234.4,31° 0? 0? N,35° 0? 0? E
2172,105,Israel,4017,Potassium sulphate (sulphate of potash) (SOP),2010,875.68,31° 0? 0? N,35° 0? 0? E
2173,105,Israel,4017,Potassium sulphate (sulphate of potash) (SOP),2011,4975.95,31° 0? 0? N,35° 0? 0? E
2174,105,Israel,4017,Potassium sulphate (sulphate of potash) (SOP),2012,219.91,31° 0? 0? N,35° 0? 0? E
2175,105,Israel,4017,Potassium sulphate (sulphate of potash) (SOP),2013,321.1,31° 0? 0? N,35° 0? 0? E
2176,105,Israel,4017,Potassium sulphate (sulphate of potash) (SOP),2014,750.36,31° 0? 0? N,35° 0? 0? E
2177,105,Israel,4017,Potassium sulphate (sulphate of potash) (SOP),2015,168.73,31° 0? 0? N,35° 0? 0? E
2178,105,Israel,4017,Potassium sulphate (sulphate of potash) (SOP),2016,761.39,31° 0? 0? N,35° 0? 0? E
2179,105,Israel,4017,Potassium sulphate (sulphate of potash) (SOP),2017,1191.27,31° 0? 0? N,35° 0? 0? E
2180,105,Israel,4005,Sodium nitrate,2003,349.87,31° 0? 0? N,35° 0? 0? E
2181,105,Israel,4005,Sodium nitrate,2005,0.03,31° 0? 0? N,35° 0? 0? E
2182,105,Israel,4005,Sodium nitrate,2006,0.37,31° 0? 0? N,35° 0? 0? E
2183,105,Israel,4005,Sodium nitrate,2007,81.38,31° 0? 0? N,35° 0? 0? E
2184,105,Israel,4005,Sodium nitrate,2012,18.91,31° 0? 0? N,35° 0? 0? E
2185,105,Israel,4005,Sodium nitrate,2013,18,31° 0? 0? N,35° 0? 0? E
2186,105,Israel,4005,Sodium nitrate,2014,36,31° 0? 0? N,35° 0? 0? E
2187,105,Israel,4005,Sodium nitrate,2015,24.5,31° 0? 0? N,35° 0? 0? E
2188,105,Israel,4005,Sodium nitrate,2016,8.76,31° 0? 0? N,35° 0? 0? E
2189,105,Israel,4005,Sodium nitrate,2017,1.11,31° 0? 0? N,35° 0? 0? E
2190,105,Israel,4012,Superphosphates above 35%,2002,485896.33,31° 0? 0? N,35° 0? 0? E
2191,105,Israel,4012,Superphosphates above 35%,2003,533823.84,31° 0? 0? N,35° 0? 0? E
2192,105,Israel,4012,Superphosphates above 35%,2004,589499.21,31° 0? 0? N,35° 0? 0? E
2193,105,Israel,4012,Superphosphates above 35%,2005,634040.32,31° 0? 0? N,35° 0? 0? E
2194,105,Israel,4012,Superphosphates above 35%,2006,797942.95,31° 0? 0? N,35° 0? 0? E
2195,105,Israel,4012,Superphosphates above 35%,2007,778647.4,31° 0? 0? N,35° 0? 0? E
2196,105,Israel,4012,Superphosphates above 35%,2008,762626.56,31° 0? 0? N,35° 0? 0? E
2197,105,Israel,4012,Superphosphates above 35%,2009,479135.76,31° 0? 0? N,35° 0? 0? E
2198,105,Israel,4012,Superphosphates above 35%,2010,723827.46,31° 0? 0? N,35° 0? 0? E
2199,105,Israel,4012,Superphosphates above 35%,2011,768349.59,31° 0? 0? N,35° 0? 0? E
2200,105,Israel,4012,Superphosphates above 35%,2012,691061.24,31° 0? 0? N,35° 0? 0? E
2201,105,Israel,4012,Superphosphates above 35%,2013,848298.55,31° 0? 0? N,35° 0? 0? E
2202,105,Israel,4012,Superphosphates above 35%,2014,716744.22,31° 0? 0? N,35° 0? 0? E
2203,105,Israel,4012,Superphosphates above 35%,2015,782989.62,31° 0? 0? N,35° 0? 0? E
2204,105,Israel,4012,Superphosphates above 35%,2016,766309.86,31° 0? 0? N,35° 0? 0? E
2205,105,Israel,4012,Superphosphates above 35%,2017,616367.33,31° 0? 0? N,35° 0? 0? E
2206,105,Israel,4013,"Superphosphates, other",2017,311021.75,31° 0? 0? N,35° 0? 0? E
2207,105,Israel,4001,Urea,2002,1504.82,31° 0? 0? N,35° 0? 0? E
2208,105,Israel,4001,Urea,2003,1265.9,31° 0? 0? N,35° 0? 0? E
2209,105,Israel,4001,Urea,2004,683.28,31° 0? 0? N,35° 0? 0? E
2210,105,Israel,4001,Urea,2005,936.66,31° 0? 0? N,35° 0? 0? E
2211,105,Israel,4001,Urea,2006,335.27,31° 0? 0? N,35° 0? 0? E
2212,105,Israel,4001,Urea,2007,5160.8,31° 0? 0? N,35° 0? 0? E
2213,105,Israel,4001,Urea,2008,870.82,31° 0? 0? N,35° 0? 0? E
2214,105,Israel,4001,Urea,2009,2597.2,31° 0? 0? N,35° 0? 0? E
2215,105,Israel,4001,Urea,2010,43409.5,31° 0? 0? N,35° 0? 0? E
2216,105,Israel,4001,Urea,2011,2273.02,31° 0? 0? N,35° 0? 0? E
2217,105,Israel,4001,Urea,2012,3016.44,31° 0? 0? N,35° 0? 0? E
2218,105,Israel,4001,Urea,2013,4344.04,31° 0? 0? N,35° 0? 0? E
2219,105,Israel,4001,Urea,2014,3244.12,31° 0? 0? N,35° 0? 0? E
2220,105,Israel,4001,Urea,2015,10635.14,31° 0? 0? N,35° 0? 0? E
2221,105,Israel,4001,Urea,2016,1079.03,31° 0? 0? N,35° 0? 0? E
2222,105,Israel,4001,Urea,2017,4147.36,31° 0? 0? N,35° 0? 0? E
2223,105,Israel,4006,Urea and ammonium nitrate solutions (UAN),2002,76,31° 0? 0? N,35° 0? 0? E
2224,105,Israel,4006,Urea and ammonium nitrate solutions (UAN),2010,8078.09,31° 0? 0? N,35° 0? 0? E
2225,105,Israel,4006,Urea and ammonium nitrate solutions (UAN),2011,2508.59,31° 0? 0? N,35° 0? 0? E
2226,105,Israel,4006,Urea and ammonium nitrate solutions (UAN),2012,21,31° 0? 0? N,35° 0? 0? E
2227,105,Israel,4006,Urea and ammonium nitrate solutions (UAN),2013,854.44,31° 0? 0? N,35° 0? 0? E
2228,105,Israel,4006,Urea and ammonium nitrate solutions (UAN),2014,2440.57,31° 0? 0? N,35° 0? 0? E
2229,105,Israel,4006,Urea and ammonium nitrate solutions (UAN),2015,1513.58,31° 0? 0? N,35° 0? 0? E
2230,105,Israel,4006,Urea and ammonium nitrate solutions (UAN),2016,1149.86,31° 0? 0? N,35° 0? 0? E
2231,110,Japan,4007,"Ammonia, anhydrous",2002,302.01,36° 0? 0? N,138° 0? 0? E
2232,110,Japan,4007,"Ammonia, anhydrous",2003,472.02,36° 0? 0? N,138° 0? 0? E
2233,110,Japan,4007,"Ammonia, anhydrous",2004,743.59,36° 0? 0? N,138° 0? 0? E
2234,110,Japan,4007,"Ammonia, anhydrous",2005,905.09,36° 0? 0? N,138° 0? 0? E
2235,110,Japan,4007,"Ammonia, anhydrous",2006,769.08,36° 0? 0? N,138° 0? 0? E
2236,110,Japan,4007,"Ammonia, anhydrous",2007,990,36° 0? 0? N,138° 0? 0? E
2237,110,Japan,4007,"Ammonia, anhydrous",2008,1092.91,36° 0? 0? N,138° 0? 0? E
2238,110,Japan,4007,"Ammonia, anhydrous",2009,4838.77,36° 0? 0? N,138° 0? 0? E
2239,110,Japan,4007,"Ammonia, anhydrous",2010,507.39,36° 0? 0? N,138° 0? 0? E
2240,110,Japan,4007,"Ammonia, anhydrous",2011,396.41,36° 0? 0? N,138° 0? 0? E
2241,110,Japan,4007,"Ammonia, anhydrous",2012,154.03,36° 0? 0? N,138° 0? 0? E
2242,110,Japan,4007,"Ammonia, anhydrous",2013,119.96,36° 0? 0? N,138° 0? 0? E
2243,110,Japan,4007,"Ammonia, anhydrous",2014,124.51,36° 0? 0? N,138° 0? 0? E
2244,110,Japan,4007,"Ammonia, anhydrous",2015,134.92,36° 0? 0? N,138° 0? 0? E
2245,110,Japan,4007,"Ammonia, anhydrous",2016,147.75,36° 0? 0? N,138° 0? 0? E
2246,110,Japan,4007,"Ammonia, anhydrous",2017,131.37,36° 0? 0? N,138° 0? 0? E
2247,110,Japan,4003,Ammonium nitrate (AN),2002,693.6,36° 0? 0? N,138° 0? 0? E
2248,110,Japan,4003,Ammonium nitrate (AN),2003,1279.26,36° 0? 0? N,138° 0? 0? E
2249,110,Japan,4003,Ammonium nitrate (AN),2004,789.74,36° 0? 0? N,138° 0? 0? E
2250,110,Japan,4003,Ammonium nitrate (AN),2005,751.39,36° 0? 0? N,138° 0? 0? E
2251,110,Japan,4003,Ammonium nitrate (AN),2006,618.89,36° 0? 0? N,138° 0? 0? E
2252,110,Japan,4003,Ammonium nitrate (AN),2007,125.17,36° 0? 0? N,138° 0? 0? E
2253,110,Japan,4003,Ammonium nitrate (AN),2008,153.6,36° 0? 0? N,138° 0? 0? E
2254,110,Japan,4003,Ammonium nitrate (AN),2009,260.81,36° 0? 0? N,138° 0? 0? E
2255,110,Japan,4003,Ammonium nitrate (AN),2010,321.3,36° 0? 0? N,138° 0? 0? E
2256,110,Japan,4003,Ammonium nitrate (AN),2011,128.86,36° 0? 0? N,138° 0? 0? E
2257,110,Japan,4003,Ammonium nitrate (AN),2012,23.11,36° 0? 0? N,138° 0? 0? E
2258,110,Japan,4003,Ammonium nitrate (AN),2013,46.42,36° 0? 0? N,138° 0? 0? E
2259,110,Japan,4003,Ammonium nitrate (AN),2014,47.94,36° 0? 0? N,138° 0? 0? E
2260,110,Japan,4003,Ammonium nitrate (AN),2015,17.1,36° 0? 0? N,138° 0? 0? E
2261,110,Japan,4003,Ammonium nitrate (AN),2016,47.89,36° 0? 0? N,138° 0? 0? E
2262,110,Japan,4003,Ammonium nitrate (AN),2017,69.43,36° 0? 0? N,138° 0? 0? E
2263,110,Japan,4002,Ammonium sulphate,2002,851899,36° 0? 0? N,138° 0? 0? E
2264,110,Japan,4002,Ammonium sulphate,2003,880512.76,36° 0? 0? N,138° 0? 0? E
2265,110,Japan,4002,Ammonium sulphate,2004,863318.29,36° 0? 0? N,138° 0? 0? E
2266,110,Japan,4002,Ammonium sulphate,2005,849099.44,36° 0? 0? N,138° 0? 0? E
2267,110,Japan,4002,Ammonium sulphate,2006,816654.16,36° 0? 0? N,138° 0? 0? E
2268,110,Japan,4002,Ammonium sulphate,2007,859370.99,36° 0? 0? N,138° 0? 0? E
2269,110,Japan,4002,Ammonium sulphate,2008,729540,36° 0? 0? N,138° 0? 0? E
2270,110,Japan,4002,Ammonium sulphate,2009,620021.57,36° 0? 0? N,138° 0? 0? E
2271,110,Japan,4002,Ammonium sulphate,2010,811841.48,36° 0? 0? N,138° 0? 0? E
2272,110,Japan,4002,Ammonium sulphate,2011,750459.48,36° 0? 0? N,138° 0? 0? E
2273,110,Japan,4002,Ammonium sulphate,2012,664864.23,36° 0? 0? N,138° 0? 0? E
2274,110,Japan,4002,Ammonium sulphate,2013,659270.33,36° 0? 0? N,138° 0? 0? E
2275,110,Japan,4002,Ammonium sulphate,2014,612925.16,36° 0? 0? N,138° 0? 0? E
2276,110,Japan,4002,Ammonium sulphate,2015,562282.08,36° 0? 0? N,138° 0? 0? E
2277,110,Japan,4002,Ammonium sulphate,2016,390932.11,36° 0? 0? N,138° 0? 0? E
2278,110,Japan,4002,Ammonium sulphate,2017,260197.97,36° 0? 0? N,138° 0? 0? E
2279,110,Japan,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2002,12,36° 0? 0? N,138° 0? 0? E
2280,110,Japan,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2003,0,36° 0? 0? N,138° 0? 0? E
2281,110,Japan,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2004,0,36° 0? 0? N,138° 0? 0? E
2282,110,Japan,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2005,38.43,36° 0? 0? N,138° 0? 0? E
2283,110,Japan,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2006,0,36° 0? 0? N,138° 0? 0? E
2284,110,Japan,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2007,0,36° 0? 0? N,138° 0? 0? E
2285,110,Japan,4022,Diammonium phosphate (DAP),2002,25.33,36° 0? 0? N,138° 0? 0? E
2286,110,Japan,4022,Diammonium phosphate (DAP),2004,14.2,36° 0? 0? N,138° 0? 0? E
2287,110,Japan,4022,Diammonium phosphate (DAP),2005,3.57,36° 0? 0? N,138° 0? 0? E
2288,110,Japan,4022,Diammonium phosphate (DAP),2006,8,36° 0? 0? N,138° 0? 0? E
2289,110,Japan,4022,Diammonium phosphate (DAP),2007,72,36° 0? 0? N,138° 0? 0? E
2290,110,Japan,4022,Diammonium phosphate (DAP),2008,194.72,36° 0? 0? N,138° 0? 0? E
2291,110,Japan,4022,Diammonium phosphate (DAP),2009,1,36° 0? 0? N,138° 0? 0? E
2292,110,Japan,4022,Diammonium phosphate (DAP),2010,20.36,36° 0? 0? N,138° 0? 0? E
2293,110,Japan,4022,Diammonium phosphate (DAP),2011,3,36° 0? 0? N,138° 0? 0? E
2294,110,Japan,4022,Diammonium phosphate (DAP),2012,9,36° 0? 0? N,138° 0? 0? E
2295,110,Japan,4022,Diammonium phosphate (DAP),2013,7.84,36° 0? 0? N,138° 0? 0? E
2296,110,Japan,4022,Diammonium phosphate (DAP),2014,33.82,36° 0? 0? N,138° 0? 0? E
2297,110,Japan,4022,Diammonium phosphate (DAP),2015,2,36° 0? 0? N,138° 0? 0? E
2298,110,Japan,4022,Diammonium phosphate (DAP),2016,75.83,36° 0? 0? N,138° 0? 0? E
2299,110,Japan,4022,Diammonium phosphate (DAP),2017,1208.79,36° 0? 0? N,138° 0? 0? E
2300,110,Japan,4030,Fertilizers n.e.c.,2002,1059.6,36° 0? 0? N,138° 0? 0? E
2301,110,Japan,4030,Fertilizers n.e.c.,2003,863.88,36° 0? 0? N,138° 0? 0? E
2302,110,Japan,4030,Fertilizers n.e.c.,2004,1690.74,36° 0? 0? N,138° 0? 0? E
2303,110,Japan,4030,Fertilizers n.e.c.,2005,2664.78,36° 0? 0? N,138° 0? 0? E
2304,110,Japan,4030,Fertilizers n.e.c.,2006,2083.42,36° 0? 0? N,138° 0? 0? E
2305,110,Japan,4030,Fertilizers n.e.c.,2007,1824.74,36° 0? 0? N,138° 0? 0? E
2306,110,Japan,4030,Fertilizers n.e.c.,2008,2330.24,36° 0? 0? N,138° 0? 0? E
2307,110,Japan,4030,Fertilizers n.e.c.,2009,2276.95,36° 0? 0? N,138° 0? 0? E
2308,110,Japan,4030,Fertilizers n.e.c.,2010,2167.31,36° 0? 0? N,138° 0? 0? E
2309,110,Japan,4030,Fertilizers n.e.c.,2011,1379.25,36° 0? 0? N,138° 0? 0? E
2310,110,Japan,4030,Fertilizers n.e.c.,2012,1183.84,36° 0? 0? N,138° 0? 0? E
2311,110,Japan,4030,Fertilizers n.e.c.,2013,1644.55,36° 0? 0? N,138° 0? 0? E
2312,110,Japan,4030,Fertilizers n.e.c.,2014,1770.87,36° 0? 0? N,138° 0? 0? E
2313,110,Japan,4030,Fertilizers n.e.c.,2015,2286.09,36° 0? 0? N,138° 0? 0? E
2314,110,Japan,4030,Fertilizers n.e.c.,2016,2501.63,36° 0? 0? N,138° 0? 0? E
2315,110,Japan,4030,Fertilizers n.e.c.,2017,5.76,36° 0? 0? N,138° 0? 0? E
2316,110,Japan,4023,Monoammonium phosphate (MAP),2002,66.7,36° 0? 0? N,138° 0? 0? E
2317,110,Japan,4023,Monoammonium phosphate (MAP),2003,50,36° 0? 0? N,138° 0? 0? E
2318,110,Japan,4023,Monoammonium phosphate (MAP),2004,109,36° 0? 0? N,138° 0? 0? E
2319,110,Japan,4023,Monoammonium phosphate (MAP),2005,110.55,36° 0? 0? N,138° 0? 0? E
2320,110,Japan,4023,Monoammonium phosphate (MAP),2006,22.64,36° 0? 0? N,138° 0? 0? E
2321,110,Japan,4023,Monoammonium phosphate (MAP),2007,202.85,36° 0? 0? N,138° 0? 0? E
2322,110,Japan,4023,Monoammonium phosphate (MAP),2008,17.51,36° 0? 0? N,138° 0? 0? E
2323,110,Japan,4023,Monoammonium phosphate (MAP),2009,20.05,36° 0? 0? N,138° 0? 0? E
2324,110,Japan,4023,Monoammonium phosphate (MAP),2010,21.51,36° 0? 0? N,138° 0? 0? E
2325,110,Japan,4023,Monoammonium phosphate (MAP),2011,32.23,36° 0? 0? N,138° 0? 0? E
2326,110,Japan,4023,Monoammonium phosphate (MAP),2012,16.94,36° 0? 0? N,138° 0? 0? E
