,Area Code,Area,Item Code,Item,Year,Value,Longitude,Latitude
2327,110,Japan,4023,Monoammonium phosphate (MAP),2013,3,36° 0? 0? N,138° 0? 0? E
2328,110,Japan,4023,Monoammonium phosphate (MAP),2014,2.96,36° 0? 0? N,138° 0? 0? E
2329,110,Japan,4023,Monoammonium phosphate (MAP),2015,37.82,36° 0? 0? N,138° 0? 0? E
2330,110,Japan,4023,Monoammonium phosphate (MAP),2016,38.91,36° 0? 0? N,138° 0? 0? E
2331,110,Japan,4023,Monoammonium phosphate (MAP),2017,315.48,36° 0? 0? N,138° 0? 0? E
2332,110,Japan,4021,NPK fertilizers,2002,20448,36° 0? 0? N,138° 0? 0? E
2333,110,Japan,4021,NPK fertilizers,2003,19053.41,36° 0? 0? N,138° 0? 0? E
2334,110,Japan,4021,NPK fertilizers,2004,25353.91,36° 0? 0? N,138° 0? 0? E
2335,110,Japan,4021,NPK fertilizers,2005,27740.55,36° 0? 0? N,138° 0? 0? E
2336,110,Japan,4021,NPK fertilizers,2006,26623,36° 0? 0? N,138° 0? 0? E
2337,110,Japan,4021,NPK fertilizers,2007,27104,36° 0? 0? N,138° 0? 0? E
2338,110,Japan,4021,NPK fertilizers,2008,31103.7,36° 0? 0? N,138° 0? 0? E
2339,110,Japan,4021,NPK fertilizers,2009,15143,36° 0? 0? N,138° 0? 0? E
2340,110,Japan,4021,NPK fertilizers,2010,19468.04,36° 0? 0? N,138° 0? 0? E
2341,110,Japan,4021,NPK fertilizers,2011,22856,36° 0? 0? N,138° 0? 0? E
2342,110,Japan,4021,NPK fertilizers,2012,18844.18,36° 0? 0? N,138° 0? 0? E
2343,110,Japan,4021,NPK fertilizers,2013,23122.39,36° 0? 0? N,138° 0? 0? E
2344,110,Japan,4021,NPK fertilizers,2014,20898.83,36° 0? 0? N,138° 0? 0? E
2345,110,Japan,4021,NPK fertilizers,2015,22657,36° 0? 0? N,138° 0? 0? E
2346,110,Japan,4021,NPK fertilizers,2016,26724.99,36° 0? 0? N,138° 0? 0? E
2347,110,Japan,4021,NPK fertilizers,2017,39454.8,36° 0? 0? N,138° 0? 0? E
2348,110,Japan,4008,"Other nitrogenous fertilizers, n.e.c.",2002,17145.76,36° 0? 0? N,138° 0? 0? E
2349,110,Japan,4008,"Other nitrogenous fertilizers, n.e.c.",2003,15221.02,36° 0? 0? N,138° 0? 0? E
2350,110,Japan,4008,"Other nitrogenous fertilizers, n.e.c.",2004,34599.88,36° 0? 0? N,138° 0? 0? E
2351,110,Japan,4008,"Other nitrogenous fertilizers, n.e.c.",2005,18550.9,36° 0? 0? N,138° 0? 0? E
2352,110,Japan,4008,"Other nitrogenous fertilizers, n.e.c.",2006,18378.87,36° 0? 0? N,138° 0? 0? E
2353,110,Japan,4008,"Other nitrogenous fertilizers, n.e.c.",2007,12542.16,36° 0? 0? N,138° 0? 0? E
2354,110,Japan,4008,"Other nitrogenous fertilizers, n.e.c.",2008,19461.01,36° 0? 0? N,138° 0? 0? E
2355,110,Japan,4008,"Other nitrogenous fertilizers, n.e.c.",2009,9328.58,36° 0? 0? N,138° 0? 0? E
2356,110,Japan,4008,"Other nitrogenous fertilizers, n.e.c.",2010,10999.98,36° 0? 0? N,138° 0? 0? E
2357,110,Japan,4008,"Other nitrogenous fertilizers, n.e.c.",2011,10676.92,36° 0? 0? N,138° 0? 0? E
2358,110,Japan,4008,"Other nitrogenous fertilizers, n.e.c.",2012,9720.54,36° 0? 0? N,138° 0? 0? E
2359,110,Japan,4008,"Other nitrogenous fertilizers, n.e.c.",2013,8208.7,36° 0? 0? N,138° 0? 0? E
2360,110,Japan,4008,"Other nitrogenous fertilizers, n.e.c.",2014,5823.89,36° 0? 0? N,138° 0? 0? E
2361,110,Japan,4008,"Other nitrogenous fertilizers, n.e.c.",2015,7137.71,36° 0? 0? N,138° 0? 0? E
2362,110,Japan,4008,"Other nitrogenous fertilizers, n.e.c.",2016,12815.16,36° 0? 0? N,138° 0? 0? E
2363,110,Japan,4008,"Other nitrogenous fertilizers, n.e.c.",2017,3309.29,36° 0? 0? N,138° 0? 0? E
2364,110,Japan,4024,Other NP compounds,2002,176.22,36° 0? 0? N,138° 0? 0? E
2365,110,Japan,4024,Other NP compounds,2003,76,36° 0? 0? N,138° 0? 0? E
2366,110,Japan,4024,Other NP compounds,2004,30,36° 0? 0? N,138° 0? 0? E
2367,110,Japan,4024,Other NP compounds,2005,148.11,36° 0? 0? N,138° 0? 0? E
2368,110,Japan,4024,Other NP compounds,2006,63,36° 0? 0? N,138° 0? 0? E
2369,110,Japan,4024,Other NP compounds,2007,3,36° 0? 0? N,138° 0? 0? E
2370,110,Japan,4024,Other NP compounds,2008,27.98,36° 0? 0? N,138° 0? 0? E
2371,110,Japan,4024,Other NP compounds,2009,28.07,36° 0? 0? N,138° 0? 0? E
2372,110,Japan,4024,Other NP compounds,2010,18.76,36° 0? 0? N,138° 0? 0? E
2373,110,Japan,4024,Other NP compounds,2011,511.94,36° 0? 0? N,138° 0? 0? E
2374,110,Japan,4024,Other NP compounds,2012,315.03,36° 0? 0? N,138° 0? 0? E
2375,110,Japan,4024,Other NP compounds,2013,7.63,36° 0? 0? N,138° 0? 0? E
2376,110,Japan,4024,Other NP compounds,2014,6.73,36° 0? 0? N,138° 0? 0? E
2377,110,Japan,4024,Other NP compounds,2015,13.23,36° 0? 0? N,138° 0? 0? E
2378,110,Japan,4024,Other NP compounds,2016,16.71,36° 0? 0? N,138° 0? 0? E
2379,110,Japan,4024,Other NP compounds,2017,6.79,36° 0? 0? N,138° 0? 0? E
2380,110,Japan,4014,"Other phosphatic fertilizers, n.e.c.",2002,7894,36° 0? 0? N,138° 0? 0? E
2381,110,Japan,4014,"Other phosphatic fertilizers, n.e.c.",2003,3345.37,36° 0? 0? N,138° 0? 0? E
2382,110,Japan,4014,"Other phosphatic fertilizers, n.e.c.",2004,336,36° 0? 0? N,138° 0? 0? E
2383,110,Japan,4014,"Other phosphatic fertilizers, n.e.c.",2005,323,36° 0? 0? N,138° 0? 0? E
2384,110,Japan,4014,"Other phosphatic fertilizers, n.e.c.",2006,815,36° 0? 0? N,138° 0? 0? E
2385,110,Japan,4014,"Other phosphatic fertilizers, n.e.c.",2007,885.51,36° 0? 0? N,138° 0? 0? E
2386,110,Japan,4014,"Other phosphatic fertilizers, n.e.c.",2008,620.85,36° 0? 0? N,138° 0? 0? E
2387,110,Japan,4014,"Other phosphatic fertilizers, n.e.c.",2009,421.6,36° 0? 0? N,138° 0? 0? E
2388,110,Japan,4014,"Other phosphatic fertilizers, n.e.c.",2010,463.67,36° 0? 0? N,138° 0? 0? E
2389,110,Japan,4014,"Other phosphatic fertilizers, n.e.c.",2011,491.51,36° 0? 0? N,138° 0? 0? E
2390,110,Japan,4014,"Other phosphatic fertilizers, n.e.c.",2012,576.35,36° 0? 0? N,138° 0? 0? E
2391,110,Japan,4014,"Other phosphatic fertilizers, n.e.c.",2013,402.55,36° 0? 0? N,138° 0? 0? E
2392,110,Japan,4014,"Other phosphatic fertilizers, n.e.c.",2014,416.9,36° 0? 0? N,138° 0? 0? E
2393,110,Japan,4014,"Other phosphatic fertilizers, n.e.c.",2015,711.95,36° 0? 0? N,138° 0? 0? E
2394,110,Japan,4014,"Other phosphatic fertilizers, n.e.c.",2016,7503.17,36° 0? 0? N,138° 0? 0? E
2395,110,Japan,4014,"Other phosphatic fertilizers, n.e.c.",2017,31.26,36° 0? 0? N,138° 0? 0? E
2396,110,Japan,4018,"Other potassic fertilizers, n.e.c.",2002,7.4,36° 0? 0? N,138° 0? 0? E
2397,110,Japan,4018,"Other potassic fertilizers, n.e.c.",2004,102,36° 0? 0? N,138° 0? 0? E
2398,110,Japan,4018,"Other potassic fertilizers, n.e.c.",2005,1,36° 0? 0? N,138° 0? 0? E
2399,110,Japan,4018,"Other potassic fertilizers, n.e.c.",2006,9,36° 0? 0? N,138° 0? 0? E
2400,110,Japan,4018,"Other potassic fertilizers, n.e.c.",2007,14.88,36° 0? 0? N,138° 0? 0? E
2401,110,Japan,4018,"Other potassic fertilizers, n.e.c.",2008,28,36° 0? 0? N,138° 0? 0? E
2402,110,Japan,4018,"Other potassic fertilizers, n.e.c.",2011,86.02,36° 0? 0? N,138° 0? 0? E
2403,110,Japan,4018,"Other potassic fertilizers, n.e.c.",2012,6.5,36° 0? 0? N,138° 0? 0? E
2404,110,Japan,4018,"Other potassic fertilizers, n.e.c.",2013,23.92,36° 0? 0? N,138° 0? 0? E
2405,110,Japan,4018,"Other potassic fertilizers, n.e.c.",2014,12.09,36° 0? 0? N,138° 0? 0? E
2406,110,Japan,4018,"Other potassic fertilizers, n.e.c.",2015,17.81,36° 0? 0? N,138° 0? 0? E
2407,110,Japan,4018,"Other potassic fertilizers, n.e.c.",2016,23.81,36° 0? 0? N,138° 0? 0? E
2408,110,Japan,4018,"Other potassic fertilizers, n.e.c.",2017,8.77,36° 0? 0? N,138° 0? 0? E
2409,110,Japan,4011,Phosphate rock,2002,14,36° 0? 0? N,138° 0? 0? E
2410,110,Japan,4011,Phosphate rock,2003,25,36° 0? 0? N,138° 0? 0? E
2411,110,Japan,4011,Phosphate rock,2004,9.11,36° 0? 0? N,138° 0? 0? E
2412,110,Japan,4011,Phosphate rock,2005,12,36° 0? 0? N,138° 0? 0? E
2413,110,Japan,4011,Phosphate rock,2006,21.09,36° 0? 0? N,138° 0? 0? E
2414,110,Japan,4011,Phosphate rock,2007,7,36° 0? 0? N,138° 0? 0? E
2415,110,Japan,4011,Phosphate rock,2008,3,36° 0? 0? N,138° 0? 0? E
2416,110,Japan,4011,Phosphate rock,2009,3,36° 0? 0? N,138° 0? 0? E
2417,110,Japan,4011,Phosphate rock,2013,1,36° 0? 0? N,138° 0? 0? E
2418,110,Japan,4027,PK compounds,2002,26,36° 0? 0? N,138° 0? 0? E
2419,110,Japan,4027,PK compounds,2003,40,36° 0? 0? N,138° 0? 0? E
2420,110,Japan,4027,PK compounds,2004,76,36° 0? 0? N,138° 0? 0? E
2421,110,Japan,4027,PK compounds,2005,110,36° 0? 0? N,138° 0? 0? E
2422,110,Japan,4027,PK compounds,2006,109,36° 0? 0? N,138° 0? 0? E
2423,110,Japan,4027,PK compounds,2007,166.03,36° 0? 0? N,138° 0? 0? E
2424,110,Japan,4027,PK compounds,2008,183,36° 0? 0? N,138° 0? 0? E
2425,110,Japan,4027,PK compounds,2009,104,36° 0? 0? N,138° 0? 0? E
2426,110,Japan,4027,PK compounds,2010,216.31,36° 0? 0? N,138° 0? 0? E
2427,110,Japan,4027,PK compounds,2011,82.24,36° 0? 0? N,138° 0? 0? E
2428,110,Japan,4027,PK compounds,2012,102.21,36° 0? 0? N,138° 0? 0? E
2429,110,Japan,4027,PK compounds,2013,69,36° 0? 0? N,138° 0? 0? E
2430,110,Japan,4027,PK compounds,2014,206,36° 0? 0? N,138° 0? 0? E
2431,110,Japan,4027,PK compounds,2015,322.92,36° 0? 0? N,138° 0? 0? E
2432,110,Japan,4027,PK compounds,2016,1659,36° 0? 0? N,138° 0? 0? E
2433,110,Japan,4027,PK compounds,2017,1.19,36° 0? 0? N,138° 0? 0? E
2434,110,Japan,4016,Potassium chloride (muriate of potash) (MOP),2002,366,36° 0? 0? N,138° 0? 0? E
2435,110,Japan,4016,Potassium chloride (muriate of potash) (MOP),2003,200,36° 0? 0? N,138° 0? 0? E
2436,110,Japan,4016,Potassium chloride (muriate of potash) (MOP),2004,337,36° 0? 0? N,138° 0? 0? E
2437,110,Japan,4016,Potassium chloride (muriate of potash) (MOP),2005,277.04,36° 0? 0? N,138° 0? 0? E
2438,110,Japan,4016,Potassium chloride (muriate of potash) (MOP),2006,176.16,36° 0? 0? N,138° 0? 0? E
2439,110,Japan,4016,Potassium chloride (muriate of potash) (MOP),2007,291.48,36° 0? 0? N,138° 0? 0? E
2440,110,Japan,4016,Potassium chloride (muriate of potash) (MOP),2008,191.76,36° 0? 0? N,138° 0? 0? E
2441,110,Japan,4016,Potassium chloride (muriate of potash) (MOP),2009,95.04,36° 0? 0? N,138° 0? 0? E
2442,110,Japan,4016,Potassium chloride (muriate of potash) (MOP),2010,102.95,36° 0? 0? N,138° 0? 0? E
2443,110,Japan,4016,Potassium chloride (muriate of potash) (MOP),2011,96.68,36° 0? 0? N,138° 0? 0? E
2444,110,Japan,4016,Potassium chloride (muriate of potash) (MOP),2012,82.79,36° 0? 0? N,138° 0? 0? E
2445,110,Japan,4016,Potassium chloride (muriate of potash) (MOP),2013,96.64,36° 0? 0? N,138° 0? 0? E
2446,110,Japan,4016,Potassium chloride (muriate of potash) (MOP),2014,248.34,36° 0? 0? N,138° 0? 0? E
2447,110,Japan,4016,Potassium chloride (muriate of potash) (MOP),2015,453.4,36° 0? 0? N,138° 0? 0? E
2448,110,Japan,4016,Potassium chloride (muriate of potash) (MOP),2016,669.5,36° 0? 0? N,138° 0? 0? E
2449,110,Japan,4016,Potassium chloride (muriate of potash) (MOP),2017,6657.61,36° 0? 0? N,138° 0? 0? E
2450,110,Japan,4025,Potassium nitrate,2002,414.97,36° 0? 0? N,138° 0? 0? E
2451,110,Japan,4025,Potassium nitrate,2003,444.16,36° 0? 0? N,138° 0? 0? E
2452,110,Japan,4025,Potassium nitrate,2004,441.54,36° 0? 0? N,138° 0? 0? E
2453,110,Japan,4025,Potassium nitrate,2005,988.21,36° 0? 0? N,138° 0? 0? E
2454,110,Japan,4025,Potassium nitrate,2006,1003.04,36° 0? 0? N,138° 0? 0? E
2455,110,Japan,4025,Potassium nitrate,2007,1269.66,36° 0? 0? N,138° 0? 0? E
2456,110,Japan,4025,Potassium nitrate,2008,1387.25,36° 0? 0? N,138° 0? 0? E
2457,110,Japan,4025,Potassium nitrate,2009,1239.66,36° 0? 0? N,138° 0? 0? E
2458,110,Japan,4025,Potassium nitrate,2010,1249.04,36° 0? 0? N,138° 0? 0? E
2459,110,Japan,4025,Potassium nitrate,2011,1332.66,36° 0? 0? N,138° 0? 0? E
2460,110,Japan,4025,Potassium nitrate,2012,1966.95,36° 0? 0? N,138° 0? 0? E
2461,110,Japan,4025,Potassium nitrate,2013,1133.82,36° 0? 0? N,138° 0? 0? E
2462,110,Japan,4025,Potassium nitrate,2014,1056.15,36° 0? 0? N,138° 0? 0? E
2463,110,Japan,4025,Potassium nitrate,2015,1716.74,36° 0? 0? N,138° 0? 0? E
2464,110,Japan,4025,Potassium nitrate,2016,904.83,36° 0? 0? N,138° 0? 0? E
2465,110,Japan,4025,Potassium nitrate,2017,1330.51,36° 0? 0? N,138° 0? 0? E
2466,110,Japan,4017,Potassium sulphate (sulphate of potash) (SOP),2002,5,36° 0? 0? N,138° 0? 0? E
2467,110,Japan,4017,Potassium sulphate (sulphate of potash) (SOP),2003,8.53,36° 0? 0? N,138° 0? 0? E
2468,110,Japan,4017,Potassium sulphate (sulphate of potash) (SOP),2004,1.42,36° 0? 0? N,138° 0? 0? E
2469,110,Japan,4017,Potassium sulphate (sulphate of potash) (SOP),2005,4.81,36° 0? 0? N,138° 0? 0? E
2470,110,Japan,4017,Potassium sulphate (sulphate of potash) (SOP),2006,35.71,36° 0? 0? N,138° 0? 0? E
2471,110,Japan,4017,Potassium sulphate (sulphate of potash) (SOP),2007,69.22,36° 0? 0? N,138° 0? 0? E
2472,110,Japan,4017,Potassium sulphate (sulphate of potash) (SOP),2008,0,36° 0? 0? N,138° 0? 0? E
2473,110,Japan,4017,Potassium sulphate (sulphate of potash) (SOP),2009,82,36° 0? 0? N,138° 0? 0? E
2474,110,Japan,4017,Potassium sulphate (sulphate of potash) (SOP),2010,138.93,36° 0? 0? N,138° 0? 0? E
2475,110,Japan,4017,Potassium sulphate (sulphate of potash) (SOP),2011,59,36° 0? 0? N,138° 0? 0? E
2476,110,Japan,4017,Potassium sulphate (sulphate of potash) (SOP),2012,74.75,36° 0? 0? N,138° 0? 0? E
2477,110,Japan,4017,Potassium sulphate (sulphate of potash) (SOP),2013,41.91,36° 0? 0? N,138° 0? 0? E
2478,110,Japan,4017,Potassium sulphate (sulphate of potash) (SOP),2014,91.69,36° 0? 0? N,138° 0? 0? E
2479,110,Japan,4017,Potassium sulphate (sulphate of potash) (SOP),2015,72.51,36° 0? 0? N,138° 0? 0? E
2480,110,Japan,4017,Potassium sulphate (sulphate of potash) (SOP),2016,114.28,36° 0? 0? N,138° 0? 0? E
2481,110,Japan,4017,Potassium sulphate (sulphate of potash) (SOP),2017,485.12,36° 0? 0? N,138° 0? 0? E
2482,110,Japan,4005,Sodium nitrate,2002,222,36° 0? 0? N,138° 0? 0? E
2483,110,Japan,4005,Sodium nitrate,2003,794,36° 0? 0? N,138° 0? 0? E
2484,110,Japan,4005,Sodium nitrate,2004,1628.39,36° 0? 0? N,138° 0? 0? E
2485,110,Japan,4005,Sodium nitrate,2005,2899,36° 0? 0? N,138° 0? 0? E
2486,110,Japan,4005,Sodium nitrate,2006,7363,36° 0? 0? N,138° 0? 0? E
2487,110,Japan,4005,Sodium nitrate,2007,5695.95,36° 0? 0? N,138° 0? 0? E
2488,110,Japan,4005,Sodium nitrate,2008,5816,36° 0? 0? N,138° 0? 0? E
2489,110,Japan,4005,Sodium nitrate,2009,2021.6,36° 0? 0? N,138° 0? 0? E
2490,110,Japan,4005,Sodium nitrate,2010,3307,36° 0? 0? N,138° 0? 0? E
2491,110,Japan,4005,Sodium nitrate,2011,2442,36° 0? 0? N,138° 0? 0? E
2492,110,Japan,4005,Sodium nitrate,2012,2242,36° 0? 0? N,138° 0? 0? E
2493,110,Japan,4005,Sodium nitrate,2013,804,36° 0? 0? N,138° 0? 0? E
2494,110,Japan,4005,Sodium nitrate,2014,605,36° 0? 0? N,138° 0? 0? E
2495,110,Japan,4005,Sodium nitrate,2015,483,36° 0? 0? N,138° 0? 0? E
2496,110,Japan,4005,Sodium nitrate,2016,491.04,36° 0? 0? N,138° 0? 0? E
2497,110,Japan,4005,Sodium nitrate,2017,1205.16,36° 0? 0? N,138° 0? 0? E
2498,110,Japan,4012,Superphosphates above 35%,2002,63,36° 0? 0? N,138° 0? 0? E
2499,110,Japan,4012,Superphosphates above 35%,2004,64,36° 0? 0? N,138° 0? 0? E
2500,110,Japan,4012,Superphosphates above 35%,2005,96,36° 0? 0? N,138° 0? 0? E
2501,110,Japan,4012,Superphosphates above 35%,2007,80,36° 0? 0? N,138° 0? 0? E
2502,110,Japan,4012,Superphosphates above 35%,2008,9,36° 0? 0? N,138° 0? 0? E
2503,110,Japan,4012,Superphosphates above 35%,2009,36,36° 0? 0? N,138° 0? 0? E
2504,110,Japan,4012,Superphosphates above 35%,2010,32,36° 0? 0? N,138° 0? 0? E
2505,110,Japan,4001,Urea,2002,5140.19,36° 0? 0? N,138° 0? 0? E
2506,110,Japan,4001,Urea,2003,4646.99,36° 0? 0? N,138° 0? 0? E
2507,110,Japan,4001,Urea,2004,4506.68,36° 0? 0? N,138° 0? 0? E
2508,110,Japan,4001,Urea,2005,4040.17,36° 0? 0? N,138° 0? 0? E
2509,110,Japan,4001,Urea,2006,4274.42,36° 0? 0? N,138° 0? 0? E
2510,110,Japan,4001,Urea,2007,6061.68,36° 0? 0? N,138° 0? 0? E
2511,110,Japan,4001,Urea,2008,9172.27,36° 0? 0? N,138° 0? 0? E
2512,110,Japan,4001,Urea,2009,11432,36° 0? 0? N,138° 0? 0? E
2513,110,Japan,4001,Urea,2010,9863,36° 0? 0? N,138° 0? 0? E
2514,110,Japan,4001,Urea,2011,12002.2,36° 0? 0? N,138° 0? 0? E
2515,110,Japan,4001,Urea,2012,19239,36° 0? 0? N,138° 0? 0? E
2516,110,Japan,4001,Urea,2013,22964.13,36° 0? 0? N,138° 0? 0? E
2517,110,Japan,4001,Urea,2014,8305,36° 0? 0? N,138° 0? 0? E
2518,110,Japan,4001,Urea,2015,13209,36° 0? 0? N,138° 0? 0? E
2519,110,Japan,4001,Urea,2016,16295.66,36° 0? 0? N,138° 0? 0? E
2520,110,Japan,4001,Urea,2017,53234.1,36° 0? 0? N,138° 0? 0? E
2521,110,Japan,4006,Urea and ammonium nitrate solutions (UAN),2002,52,36° 0? 0? N,138° 0? 0? E
2522,110,Japan,4006,Urea and ammonium nitrate solutions (UAN),2003,36,36° 0? 0? N,138° 0? 0? E
2523,110,Japan,4006,Urea and ammonium nitrate solutions (UAN),2004,18,36° 0? 0? N,138° 0? 0? E
2524,110,Japan,4006,Urea and ammonium nitrate solutions (UAN),2007,0,36° 0? 0? N,138° 0? 0? E
2525,110,Japan,4006,Urea and ammonium nitrate solutions (UAN),2008,223.07,36° 0? 0? N,138° 0? 0? E
2526,112,Jordan,4007,"Ammonia, anhydrous",2006,10.8,31° 57? 0? N,35° 56? 0? E
2527,112,Jordan,4007,"Ammonia, anhydrous",2007,10.8,31° 57? 0? N,35° 56? 0? E
2528,112,Jordan,4007,"Ammonia, anhydrous",2011,24.02,31° 57? 0? N,35° 56? 0? E
2529,112,Jordan,4007,"Ammonia, anhydrous",2012,59.16,31° 57? 0? N,35° 56? 0? E
2530,112,Jordan,4007,"Ammonia, anhydrous",2013,64.8,31° 57? 0? N,35° 56? 0? E
2531,112,Jordan,4007,"Ammonia, anhydrous",2016,15,31° 57? 0? N,35° 56? 0? E
2532,112,Jordan,4007,"Ammonia, anhydrous",2017,48.6,31° 57? 0? N,35° 56? 0? E
2533,112,Jordan,4003,Ammonium nitrate (AN),2002,2052.33,31° 57? 0? N,35° 56? 0? E
2534,112,Jordan,4003,Ammonium nitrate (AN),2011,297,31° 57? 0? N,35° 56? 0? E
2535,112,Jordan,4003,Ammonium nitrate (AN),2016,85,31° 57? 0? N,35° 56? 0? E
2536,112,Jordan,4003,Ammonium nitrate (AN),2017,62.85,31° 57? 0? N,35° 56? 0? E
2537,112,Jordan,4002,Ammonium sulphate,2003,120,31° 57? 0? N,35° 56? 0? E
2538,112,Jordan,4002,Ammonium sulphate,2004,81.73,31° 57? 0? N,35° 56? 0? E
2539,112,Jordan,4002,Ammonium sulphate,2007,166,31° 57? 0? N,35° 56? 0? E
2540,112,Jordan,4002,Ammonium sulphate,2009,0,31° 57? 0? N,35° 56? 0? E
2541,112,Jordan,4002,Ammonium sulphate,2011,12,31° 57? 0? N,35° 56? 0? E
2542,112,Jordan,4002,Ammonium sulphate,2014,325,31° 57? 0? N,35° 56? 0? E
2543,112,Jordan,4002,Ammonium sulphate,2015,29,31° 57? 0? N,35° 56? 0? E
2544,112,Jordan,4002,Ammonium sulphate,2016,56,31° 57? 0? N,35° 56? 0? E
2545,112,Jordan,4002,Ammonium sulphate,2017,772,31° 57? 0? N,35° 56? 0? E
2546,112,Jordan,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2005,0,31° 57? 0? N,35° 56? 0? E
2547,112,Jordan,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2007,64,31° 57? 0? N,35° 56? 0? E
2548,112,Jordan,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2009,0,31° 57? 0? N,35° 56? 0? E
2549,112,Jordan,4022,Diammonium phosphate (DAP),2003,499.18,31° 57? 0? N,35° 56? 0? E
2550,112,Jordan,4022,Diammonium phosphate (DAP),2004,107.9,31° 57? 0? N,35° 56? 0? E
2551,112,Jordan,4022,Diammonium phosphate (DAP),2007,559.32,31° 57? 0? N,35° 56? 0? E
2552,112,Jordan,4022,Diammonium phosphate (DAP),2008,176,31° 57? 0? N,35° 56? 0? E
2553,112,Jordan,4022,Diammonium phosphate (DAP),2009,327.11,31° 57? 0? N,35° 56? 0? E
2554,112,Jordan,4022,Diammonium phosphate (DAP),2010,685.93,31° 57? 0? N,35° 56? 0? E
2555,112,Jordan,4022,Diammonium phosphate (DAP),2012,574.15,31° 57? 0? N,35° 56? 0? E
2556,112,Jordan,4022,Diammonium phosphate (DAP),2013,1521,31° 57? 0? N,35° 56? 0? E
